claim,speaker,subject,label,label_str
"Wisconsin is one of the bluest states, but under Scott Walker its unemployment rate is around 3.5%.",rush-limbaugh,"bipartisanship,elections,job-accomplishments,jobs,labor,states",0,false
Residential property taxes [in Providence] are up nearly 27 percent under Mayor Taveras.,gina-raimondo,"city-budget,job-accomplishments,campaign-advertising,taxes",0,pants-fire
"Assault weapons and handguns are allowed in the state Capitol while bullhorns, trumpets, helium balloons and flags on poles are banned.",virginia-house-democratic-caucus,guns,1,mostly-true
Teachers are working their third consecutive year -- some longer than that -- without salary increases.,kitty-boitnott,education,0,false
The highest paid employee of the State of Rhode Island is a basketball coach.,deadspin,"education,sports,state-budget",1,true
I don't have lobbyists running my campaign.,mitt-romney,ethics,0,false
"Expanding Medicaid would require borrowing more money, drastically expanding our deficit.",will-weatherford,"debt,deficit,federal-budget,health-care,medicaid",1,half-true
"After (Jeb) Bushs two terms in office, Floridas graduation rate was dead last and remains near the bottom.",dan-gelber,education,1,mostly-true
Farming is one of the fastest growing areas of our economy.,lincoln-chafee,"agriculture,economy",0,barely-true
Weve seen the increase of alcohol use for underage kids even though alcohol has been illegal ... for kids under 21.,nancy-devaney,"Alcohol,drugs,marijuana",0,false
"If we had been on Obamacare and a bureaucrat was trying to tell me when I could get that CAT scan, that would have delayed my treatment.",herman-cain,health-care,0,false
The proposed Keystone XL oil pipeline is a bipartisan proposal.,rob-cornilles,"bipartisanship,climate-change,environment",1,mostly-true
On support for gay marriage.,mitt-romney,gays-and-lesbians,1,true
Says Mitt Romney just gave a speech a few weeks ago and said we should still have troops in Iraq.,barack-obama,"debates,iraq,military",1,mostly-true
Says David Dewhurst explicitly advocated a guest worker program for all illegal immigrants.,ted-cruz,"immigration,workers",1,mostly-true
A Republican proposal changes Medicare for those under age 55 so that they will participate in the same kind of health plan that members of Congress do.,mike-pence,"corrections-and-updates,federal-budget,health-care,medicare,abc-news-week",0,barely-true
Says the Affordable Care Act was a federal takeover of the student loan industry and profits on the loans go to help pay for the health care law.,kelly-ayotte,"corrections-and-updates,education,federal-budget,health-care",0,barely-true
Barack Obama had 150 days in the U.S. Senate where he was able to vote quite often 'present.',sarah-palin,candidates-biography,0,false
Much more than 50 percentof parents out there are spankers.,donald-trump,families,1,mostly-true
Wisconsin is one of the highest taxed states in the nation.,scott-walker,taxes,1,half-true
"Says opponent Bill Flores helped run a company that laid off over 3,000 workers and paid off executives with millions.",chet-edwards,"candidates-biography,economy,message-machine",0,false
Says Michelle Obama has 43 people on her staff; Nancy Reagan had just 3.,glenn-beck,"deficit,federal-budget,pundits",0,pants-fire
Says Rick Perry doubled spending in a decade.,keep-conservatives-united,"state-budget,state-finances",0,barely-true
"Texas still owns all of its public lands. If the federal govt wants to create a park, they must ask permission!",glenn-hegar,"history,recreation,states",1,half-true
The 9-0 decision last week was the 13th time the Supreme Court voted 9-0 that the president had exceeded his constitutional authority.,bob-goodlatte,supreme-court,0,false
"Says Tammy Baldwin supports a law in which government will take over your decisions on medicine, on doctors and on hospitals.",tommy-thompson,"health-care,medicare,privacy,public-health",0,false
The projected $1.8 billion state budget shortfall for 2015-17 actually comes from an assumption based on zero growth. That just doesnt happen.,scott-walker,"state-budget,state-finances",0,barely-true
"Says if we do nothing and continue to let Obamacare siphon off that $700 billion dollars off the top of it, Medicare goes away in less than 10 years -- certain accounts of it -- and it just falls apart at the seams.",jon-runyan,"health-care,medicare",0,false
"Says Sen. John McCain spent the July 4 weekend in Islamabad, Pakistan, selling F-16s and advanced weapons to the folks who harbored Osama bin Laden.",kelli-ward,terrorism,0,false
Says Donald Trump doesnt make a thing in America.,hillary-clinton,job-accomplishments,0,false
Why is President Obama unnecessarily delaying your flight? FAA could cut other spending.,eric-cantor,federal-budget,0,barely-true
"John Cornyn has voted to increase the debt, raise taxes, bail out Wall Street banks and fund Obamacare.",senate-conservatives-fund,"corrections-and-updates,debt,financial-regulation,health-care,taxes",1,half-true
Washington politicians run Social Security like a Ponzi scheme.,ron-johnson,"message-machine,social-security",0,barely-true
"Says Republican presidential candidate and Gov. John Kasich has spent 177 days out of state and used $350,000 in taxpayer money on his costly campaign.",ohio-democratic-party,"campaign-finance,state-finances,taxes",1,true
"Ever wonder why no one ever came forward from Obamas past, saying they knew him, attended school with him, was his friend, etc.? Not one person has ever come forward from his past.",chain-email,candidates-biography,0,pants-fire
California has the sixth largest economy on planet Earth.,kevin-de-leon,"economy,housing",1,mostly-true
"Barack Obama's plan calls for ""mandates and fines for small businesses.""",john-mccain,health-care,0,false
Says area near proposed northern Wisconsin iron ore mine is 15 hours away from where public hearing on mining was held.,kelda-helen-roys,"environment,government-regulation",0,false
Our credit rating went up since Ive been in office.,rick-scott,"corrections-and-updates,financial-regulation,state-finances",0,false
African-American children are 500 percent more likely to die from asthma than white kids.,hillary-clinton,"children,diversity,health-care,public-health",1,true
U.S. police killed more people in just one month than the U.K.s did in over a century.,addicting-information,guns,0,false
The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios.,dennis-algiere,"baseball,corporations,economy,state-finances,voting-record",1,true
When we've got CEOs making more in 10 minutes than ordinary workers are making in a year ... then something is wrong.,barack-obama,economy,1,mostly-true
Says 11 soccer players on the U.S. Mens National Team are immigrants.,nancy-pelosi,"immigration,sports",0,false
The president by executive order could grant voting rights to illegal immigrants who are newly legalized under pending legislation.,michele-bachmann,"elections,immigration,legal-issues",0,pants-fire
Rob Portman won the fewest votes of all Ohio U. S. Senate victors since 2000.,ohio-democratic-party,"elections,campaign-advertising",1,mostly-true
Says U.S. Senate candidate Michelle Nunn was handpicked by President Barack Obama,david-perdue,"bipartisanship,elections",1,half-true
China owns about 29 percent of (the U.S.) debt.,allen-west,china,0,false
"Chris Sununu supported Obamas Common Core agenda, taking away local control of our schools.",ted-gatsas,"education,voting-record",0,barely-true
(President Barack Obama) said unemployment was never gonna go over 8 percent if we passed the stimulus plan.,chris-christie,stimulus,0,barely-true
Gwinnett County government has made significant cutbacks in staffing.,charlotte-nash,"county-budget,taxes",1,half-true
"Says the Constitution specifically states the Congress shall write legislation for immigration policy, so Barack Obama lacks the authority to defer the deportation of young illegal immigrants.",john-carter,"immigration,legal-issues",1,half-true
